word,count,happs_score,stddev,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
nearby,1,5.68,1.1856,,,,,,,,1,,,
dog,1,6.7,1.8434,,,,,,,,1,,,
lee,1,5.3,0.9091,,,,,,,,1,,,
employees,2,5.64,1.1205,,,,,,,,1,,1,
families,3,7.54,1.2811,,,,,,,,1,,,2
arguments,1,3.04,1.5248,,,,,,,,1,,,
purpose,2,6.04,1.1599,,,,,,,,2,,,
tone,1,5.44,0.8609,,,,,,,,1,,,
hard,2,4.1,1.3887,,,,,,,,1,1,,
recording,1,5.9,1.1473,,,,,,,,1,,,
sharply,1,4.36,1.6383,,,,,,,,1,,,
capitol,1,5.36,1.2898,,,,,,,,1,,,
executive,1,5.58,1.6671,,,,,,,,1,,,
youtube,1,6.92,1.5097,,,,,,,,1,,,
advertising,1,5.04,1.5774,,,,,,,,1,,,
kind,1,7.24,1.3933,,,,,,,,1,,,
readers,1,6.16,1.2349,,,,,,,,1,,,
reflect,1,6.28,1.0887,,,,,,,,1,,,
politics,1,4.46,1.7637,,,,,,,,1,,,
bellwether,1,5.1,1.1112,,,,,,,,1,,,
polls,2,5.42,1.2792,,,,,,,,1,,,1
offered,2,6.14,1.3999,,,,,,,,1,1,,
shown,1,5.92,1.066,,,,,,,,1,,,
pull,1,4.74,1.1747,,,,,,,,1,,,
drawn,1,5.66,1.239,,,,,,,,1,,,
landmark,1,6.06,1.0184,,,,,,,,1,,,
conviction,1,4.1,1.9404,,,,,,,,1,,,
grows,1,6.49,1.3559,,,,,,,,1,,,
candidate,3,5.34,1.0994,,,,,,,,,1,,2
treasure,1,7.4,1.7143,,,,,,,,,1,,
coast,3,6.44,1.3874,,,,,,,,,1,1,1
launched,3,6.1,1.0351,,,,,,,,,2,1,
forgotten,1,3.18,1.2728,,,,,,,,,1,,
holy,1,6.64,1.7815,,,,,,,,,1,,
stood,2,4.94,1.0768,,,,,,,,,2,,
shared,1,6.8,1.3401,,,,,,,,,1,,
include,3,5.94,1.2022,,,,,,,,,2,1,
clip,1,5.36,1.2578,,,,,,,,,1,,
successfully,1,7.62,1.2599,,,,,,,,,1,,
anniversary,1,6.7,1.8434,,,,,,,,,1,,
admiral,2,5.89,1.4024,,,,,,,,,2,,
additional,1,5.78,1.2501,,,,,,,,,1,,
soldier,1,5.12,1.5862,,,,,,,,,1,,
contrast,1,4.94,1.4344,,,,,,,,,1,,
wagner,9,5.44,0.9723,,,,,,,,,9,,
started,1,6.0,1.069,,,,,,,,,1,,
receiving,1,6.54,1.2324,,,,,,,,,1,,
upper,1,5.82,0.919,,,,,,,,,1,,
opportunity,1,7.14,1.7144,,,,,,,,,1,,
ruins,1,3.98,1.7617,,,,,,,,,1,,
founder,1,5.88,1.1183,,,,,,,,,1,,
encouraged,1,6.98,1.237,,,,,,,,,1,,
milk,1,6.22,1.9303,,,,,,,,,1,,
monkey,1,6.28,1.7148,,,,,,,,,1,,
labor,2,4.22,1.6199,,,,,,,,,1,,1
pro,1,5.88,1.3192,,,,,,,,,1,,
lab,1,5.44,1.5407,,,,,,,,,1,,
caused,2,4.54,0.9082,,,,,,,,,1,1,
safe,1,7.04,1.6157,,,,,,,,,1,,
jewels,1,7.46,1.6153,,,,,,,,,1,,
diamond,1,7.52,1.7171,,,,,,,,,1,,
mines,2,4.74,1.5493,,,,,,,,,2,,
heavy,3,4.1,1.4178,,,,,,,,,2,1,
surround,1,5.44,1.402,,,,,,,,,1,,
memoir,1,5.96,1.2447,,,,,,,,,1,,
waves,1,6.4,1.3997,,,,,,,,,1,,
exchanges,1,5.66,1.1886,,,,,,,,,1,,
restore,1,6.14,1.1608,,,,,,,,,1,,
calm,1,6.36,1.6005,,,,,,,,,1,,
benefits,1,7.2,1.0498,,,,,,,,,1,,
surrender,1,4.08,1.6762,,,,,,,,,1,,
surfaces,1,5.48,1.2162,,,,,,,,,1,,
columnist,1,5.56,1.0134,,,,,,,,,1,,
smoke,1,3.16,1.9416,,,,,,,,,1,,
episode,1,5.76,1.3024,,,,,,,,,1,,
gather,4,5.94,1.0768,,,,,,,,,1,2,1
austin,2,5.5,1.0738,,,,,,,,,1,1,
evan,2,5.6,1.178,,,,,,,,,2,,
artillery,2,3.88,1.5361,,,,,,,,,2,,
seeing,1,6.38,1.3076,,,,,,,,,1,,
judicial,2,4.98,1.2534,,,,,,,,,2,,
situation,2,5.0,1.3093,,,,,,,,,1,,1
crossing,1,5.34,1.3342,,,,,,,,,1,,
railway,1,6.16,1.3439,,,,,,,,,1,,
earned,1,7.08,1.1753,,,,,,,,,1,,
intense,1,5.66,1.5066,,,,,,,,,1,,
brain,2,6.52,1.5285,,,,,,,,,2,,
works,1,5.5,1.4463,,,,,,,,,1,,
encourage,1,6.9,1.6812,,,,,,,,,1,,
cracked,2,3.98,1.9295,,,,,,,,,2,,
drove,1,5.26,1.1214,,,,,,,,,1,,
struggling,2,2.72,1.2129,,,,,,,,,1,1,
origin,1,5.63,1.1672,,,,,,,,,1,,
finding,1,5.8,1.2122,,,,,,,,,1,,
play,1,7.26,1.2257,,,,,,,,,1,,
injured,6,2.22,1.1119,,,,,,,,,1,5,
male,1,6.02,1.3626,,,,,,,,,1,,
document,2,5.4,1.2289,,,,,,,,,2,,
blow,3,4.48,1.7407,,,,,,,,,1,1,1
cuban,1,5.54,1.5147,,,,,,,,,1,,
responsible,1,5.8,1.6537,,,,,,,,,1,,
erected,1,6.2,1.4846,,,,,,,,,1,,
betray,1,2.5,1.632,,,,,,,,,1,,
netherlands,1,5.98,1.3323,,,,,,,,,1,,
train,1,5.98,1.4913,,,,,,,,,1,,
insight,1,6.24,1.5749,,,,,,,,,1,,
approach,1,5.94,1.1678,,,,,,,,,1,,
daughter,2,7.04,1.8066,,,,,,,,,2,,
drew,2,5.66,1.2224,,,,,,,,,2,,
stories,1,6.62,1.5894,,,,,,,,,1,,
hopes,3,7.0,1.5518,,,,,,,,,1,1,1
care,1,6.64,1.6507,,,,,,,,,1,,
services,1,5.86,1.578,,,,,,,,,1,,
borders,1,4.96,1.5248,,,,,,,,,1,,
straight,1,6.06,1.0577,,,,,,,,,1,,
racist,1,2.08,1.3529,,,,,,,,,1,,
careful,1,5.1,1.4033,,,,,,,,,1,,
fought,3,3.1,1.3887,,,,,,,,,2,,1
writes,1,6.02,1.3775,,,,,,,,,1,,
approve,1,6.66,1.5986,,,,,,,,,1,,
tank,1,4.44,1.6056,,,,,,,,,1,,
victories,1,7.58,1.7623,,,,,,,,,1,,
authority,2,4.74,1.5884,,,,,,,,,1,1,
open,2,6.1,1.359,,,,,,,,,1,,1
bloody,2,2.94,1.6953,,,,,,,,,1,1,
create,1,6.82,1.1008,,,,,,,,,1,,
equipment,1,5.86,0.9691,,,,,,,,,1,,
issued,1,4.88,1.1364,,,,,,,,,1,,
segment,1,5.46,1.4875,,,,,,,,,1,,
rage,1,2.56,1.514,,,,,,,,,1,,
ward,1,4.84,1.1132,,,,,,,,,1,,
graduated,1,7.22,1.2664,,,,,,,,,1,,
hosting,1,5.9,1.3887,,,,,,,,,1,,
commonwealth,1,6.3,1.3132,,,,,,,,,1,,
peaceful,1,7.5,1.0926,,,,,,,,,1,,
gold,1,7.56,1.1095,,,,,,,,,1,,
rebellion,1,4.29,1.6833,,,,,,,,,1,,
affected,3,4.3,1.3887,,,,,,,,,3,,
desperate,1,3.12,1.6243,,,,,,,,,1,,
denied,1,2.54,1.1988,,,,,,,,,1,,
photo,2,6.88,1.3944,,,,,,,,,1,1,
speculation,1,5.06,1.4765,,,,,,,,,1,,
feels,1,5.5,1.7409,,,,,,,,,1,,
watch,4,5.7,1.2495,,,,,,,,,1,3,
trapped,1,3.08,1.5232,,,,,,,,,1,,
king,3,6.18,1.5609,,,,,,,,,2,,1
pursue,1,5.68,1.4769,,,,,,,,,1,,
controversy,1,3.68,1.7431,,,,,,,,,1,,
jet,1,5.94,1.634,,,,,,,,,1,,
effect,1,5.16,1.0947,,,,,,,,,1,,
provinces,2,5.8,1.3382,,,,,,,,,2,,
fragile,2,3.83,1.3262,,,,,,,,,1,,1
relationship,1,7.04,1.293,,,,,,,,,1,,
involve,1,5.8,1.3382,,,,,,,,,1,,
absence,1,3.58,1.0708,,,,,,,,,,1,
shortly,1,5.58,1.3107,,,,,,,,,,1,
supermarkets,1,6.44,1.445,,,,,,,,,,1,
regional,1,5.34,0.8234,,,,,,,,,,1,
title,1,5.6,1.088,,,,,,,,,,1,
agreed,1,6.98,1.3013,,,,,,,,,,1,
updates,1,6.14,1.2124,,,,,,,,,,1,
searched,1,5.19,1.299,,,,,,,,,,1,
commercial,1,4.6,1.6162,,,,,,,,,,1,
sunday,3,7.28,1.9171,,,,,,,,,,2,1
wednesday,1,5.38,1.3384,,,,,,,,,,1,
facilities,1,5.76,1.4507,,,,,,,,,,1,
comments,1,5.62,1.0476,,,,,,,,,,1,
suggesting,1,5.54,1.1988,,,,,,,,,,1,
achieve,1,7.42,1.2304,,,,,,,,,,1,
permanent,1,5.68,1.4769,,,,,,,,,,1,
important,1,6.32,1.3316,,,,,,,,,,1,
chiefs,1,5.92,1.3974,,,,,,,,,,1,
react,2,5.16,1.2835,,,,,,,,,,2,
pay,1,5.3,2.3234,,,,,,,,,,1,
traveler,1,6.56,1.445,,,,,,,,,,1,
arrived,1,6.14,1.3999,,,,,,,,,,1,
widow,1,2.86,1.8737,,,,,,,,,,1,
settlement,1,5.9,1.5017,,,,,,,,,,1,
activity,1,6.32,0.9988,,,,,,,,,,1,
pulmonary,1,4.72,1.3856,,,,,,,,,,1,
command,1,4.54,1.5806,,,,,,,,,,1,
vulnerable,2,3.34,1.5066,,,,,,,,,,1,1
adults,1,6.06,1.3001,,,,,,,,,,1,
cooking,1,7.08,1.2911,,,,,,,,,,1,
dirty,1,3.2,1.5119,,,,,,,,,,1,
thursday,1,5.86,1.1068,,,,,,,,,,1,
special,1,7.2,1.1952,,,,,,,,,,1,
revolutionary,1,6.24,1.8578,,,,,,,,,,1,
destroyed,1,2.04,1.3395,,,,,,,,,,1,
resume,1,5.68,1.2848,,,,,,,,,,1,
dire,1,3.55,1.9902,,,,,,,,,,1,
kate,1,5.48,1.4741,,,,,,,,,,1,
privacy,1,5.88,2.1537,,,,,,,,,,1,
grounds,2,5.68,1.2362,,,,,,,,,,1,1
criminal,1,1.98,1.2696,,,,,,,,,,1,
mourn,1,2.72,1.8848,,,,,,,,,,1,
wife,2,6.62,1.8058,,,,,,,,,,2,
dramatic,1,5.26,1.9146,,,,,,,,,,1,
requests,1,5.1,1.0546,,,,,,,,,,1,
harm,2,2.54,1.4458,,,,,,,,,,2,
maureen,1,5.34,0.7982,,,,,,,,,,1,
outlets,1,6.06,1.0382,,,,,,,,,,1,
cheer,2,7.46,1.6807,,,,,,,,,,1,1
distant,1,4.02,1.5342,,,,,,,,,,1,
explain,1,5.46,1.3433,,,,,,,,,,1,
zone,1,5.32,0.9781,,,,,,,,,,1,
serve,1,5.46,1.3126,,,,,,,,,,1,
locked,1,3.7,1.2657,,,,,,,,,,1,
germans,1,5.84,1.7998,,,,,,,,,,1,
lean,1,5.53,1.4304,,,,,,,,,,1,
suspected,1,3.52,1.1648,,,,,,,,,,1,
troubles,1,3.42,2.1485,,,,,,,,,,1,
recognition,8,6.54,1.1817,,,,,,,,,,5,3
carries,1,5.46,1.2324,,,,,,,,,,1,
significance,1,6.08,1.2721,,,,,,,,,,1,
ways,3,5.3,1.165,,,,,,,,,,1,2
secure,1,6.92,1.2911,,,,,,,,,,1,
affect,1,4.92,1.4405,,,,,,,,,,1,
different,1,5.38,1.2436,,,,,,,,,,1,
narrative,1,6.16,1.241,,,,,,,,,,1,
invitation,1,6.98,1.3323,,,,,,,,,,1,
scope,1,5.71,1.4136,,,,,,,,,,1,
signals,1,5.42,1.1445,,,,,,,,,,1,
sooner,1,6.24,1.3933,,,,,,,,,,1,
depend,2,5.24,1.3933,,,,,,,,,,2,
path,1,5.82,1.1551,,,,,,,,,,1,
worries,1,2.6,1.3248,,,,,,,,,,1,
pushing,1,4.14,1.325,,,,,,,,,,1,
victor,1,6.18,1.7225,,,,,,,,,,,1
fields,1,5.92,1.2428,,,,,,,,,,,1
touches,1,6.38,1.2599,,,,,,,,,,,1
winner,1,7.78,1.6938,,,,,,,,,,,1
boats,1,6.45,1.2427,,,,,,,,,,,1
walking,1,6.18,1.5609,,,,,,,,,,,1
brothers,1,6.98,1.4497,,,,,,,,,,,1
oldest,1,4.68,1.6468,,,,,,,,,,,1
closer,1,5.82,1.1008,,,,,,,,,,,1
charlie,1,5.62,1.276,,,,,,,,,,,1
kirk,1,5.24,1.4507,,,,,,,,,,,1
jerusalem,1,5.12,1.7916,,,,,,,,,,,1
repeats,1,5.2,1.1899,,,,,,,,,,,1
wire,1,5.12,0.8722,,,,,,,,,,,1
toronto,1,5.82,1.7577,,,,,,,,,,,1
inspired,1,7.36,1.1021,,,,,,,,,,,1
orleans,1,5.34,1.2554,,,,,,,,,,,1
pole,1,5.5,1.1995,,,,,,,,,,,1
extension,1,5.52,1.1822,,,,,,,,,,,1
bear,1,5.86,1.8518,,,,,,,,,,,1
fresh,1,7.26,1.3219,,,,,,,,,,,1
races,1,5.72,1.3099,,,,,,,,,,,1
supplies,1,6.04,1.3991,,,,,,,,,,,1
ruined,1,2.54,1.6189,,,,,,,,,,,1
mercedes,1,6.51,1.9485,,,,,,,,,,,1
profit,1,7.66,1.239,,,,,,,,,,,1
forecast,1,5.92,1.122,,,,,,,,,,,1
photos,1,6.94,1.1678,,,,,,,,,,,1
faced,1,5.24,1.2382,,,,,,,,,,,1
cover,1,5.32,1.2688,,,,,,,,,,,1
pulls,1,5.46,1.1466,,,,,,,,,,,1
needles,1,4.04,1.9891,,,,,,,,,,,1
real,1,6.78,1.2002,,,,,,,,,,,1
wind,1,5.8,1.6036,,,,,,,,,,,1
increased,1,6.38,1.4693,,,,,,,,,,,1
fit,1,6.22,1.5158,,,,,,,,,,,1
flipped,1,4.82,1.3354,,,,,,,,,,,1
rail,1,5.3,1.1112,,,,,,,,,,,1
shadow,1,4.92,1.4405,,,,,,,,,,,1
reminder,1,5.54,1.3433,,,,,,,,,,,1
inspire,1,7.12,1.4797,,,,,,,,,,,1
sydney,1,5.68,1.463,,,,,,,,,,,1
pose,1,5.72,1.1924,,,,,,,,,,,1
leo,1,5.86,1.4848,,,,,,,,,,,1
rolls,1,5.56,1.3118,,,,,,,,,,,1
dream,1,7.1,1.9614,,,,,,,,,,,1
county,1,5.3,1.0546,,,,,,,,,,,1
starting,1,6.5,1.0546,,,,,,,,,,,1
remote,1,5.48,1.729,,,,,,,,,,,1
attended,1,5.54,1.1104,,,,,,,,,,,1
castle,1,6.34,1.7096,,,,,,,,,,,1
features,1,5.96,1.2115,,,,,,,,,,,1
menu,2,6.2,1.2936,,,,,,,,,,,2
ghost,1,3.64,2.0777,,,,,,,,,,,1
jeffrey,1,5.46,1.0539,,,,,,,,,,,1
hangs,1,3.76,1.6774,,,,,,,,,,,1
prepare,1,5.66,1.4792,,,,,,,,,,,1
try,1,6.02,0.9366,,,,,,,,,,,1
quiz,1,5.3,1.488,,,,,,,,,,,1
agenda,1,4.94,1.0184,,,,,,,,,,,1
scenes,1,5.9,1.2164,,,,,,,,,,,1
ashes,1,4.47,1.959,,,,,,,,,,,1
joining,1,6.2,1.1066,,,,,,,,,,,1
faded,1,4.34,1.3188,,,,,,,,,,,1
tourist,1,6.18,1.4241,,,,,,,,,,,1
iii,1,4.96,1.0683,,,,,,,,,,,1
september,1,6.34,1.4086,,,,,,,,,,,1
kiss,1,7.64,1.7585,,,,,,,,,,,1
carriage,1,6.02,1.2289,,,,,,,,,,,1
lunch,1,7.42,1.0897,,,,,,,,,,,1
sweep,1,5.16,1.4194,,,,,,,,,,,1
working,1,5.56,1.7631,,,,,,,,,,,1
stick,1,5.08,0.9864,,,,,,,,,,,1
joint,1,5.18,1.6374,,,,,,,,,,,1
serbian,1,4.7,1.3286,,,,,,,,,,,1
tune,1,6.18,1.4241,,,,,,,,,,,1
